time_s,rep_event,assembly_event,rep_unpacked_products,rep_packaged_products,converted_packaged_products,unpacked_genome_after,packaged_genome_after,TX_L1_4,TL_L1_4,TX_L1_1,TL_L1_1,TX_L1_2,TL_L1_2,TX_L1_3,TL_L1_3,tx_total,tl_total
2841,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,1,1
2850,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0
2851,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,0
2853,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1
2855,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1
2859,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1
2867,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1
2870,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1
2873,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0
2875,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1
2888,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,1
2895,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1
2897,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1
2906,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1
2907,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1
2908,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1
2909,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1
2921,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0
2924,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1
2935,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1
2938,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1
2941,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0
2953,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,1
2959,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1
2963,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1
2964,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1
2972,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0
2995,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1
2998,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1
3002,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1
3007,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1
3012,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1
3019,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,1
3024,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,1
3049,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,1,0
3051,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1
3055,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1
3059,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1
3068,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1
3086,0,0,0,0,0,7,0,0,0,1,0,1,0,0,0,2,0
3087,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1
3092,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,1,0
3095,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,1
3098,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,1,0
3107,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1
3109,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1
3110,0,0,0,0,0,7,0,0,0,0,0,1,1,0,0,1,1
3116,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1
3118,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,1
3120,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,1
3126,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,1,1
3133,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,1,0
3134,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0
3140,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1
3144,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1
3145,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1
3148,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1
3166,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0
3176,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1
3187,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1
3190,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,1,0
3191,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1
3216,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,1
3218,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1
3222,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,1,0
3223,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,1,1
3227,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,2
3231,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,1
3236,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1,0
3241,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,1,0
3245,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,1,0
3249,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,1,0
3250,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,1
3255,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1
3270,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,1
3274,0,0,0,0,0,8,0,0,0,0,0,0,2,1,0,1,2
3275,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0
3278,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,1
3279,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,1,0
3288,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1
3289,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,2
3299,0,0,0,0,0,8,0,0,0,0,1,0,0,0,1,0,2
3300,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,1
3301,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,1
3310,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,1,1
3313,0,0,0,0,0,8,0,1,0,0,1,0,0,0,0,1,1
3320,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,2,0
3335,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,1
3336,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1
3338,0,0,0,0,0,8,0,0,0,0,0,0,1,1,0,1,1
3351,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,1
3357,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0
3364,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,1,0
3365,0,0,0,0,0,8,0,1,0,0,1,0,0,0,0,1,1
3366,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,1
3373,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1
3375,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,1
3379,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,1
3380,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,1
3384,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,1,0
3387,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,1
3399,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1,0
3407,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,1,0
3416,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,1
3423,1,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0
3426,0,0,0,0,0,9,0,0,0,0,0,1,1,0,0,1,1
3429,1,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0
3430,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,1
3435,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,1
3436,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,1,0
3439,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1,0
3441,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,1,0
3448,0,0,0,0,0,10,0,0,0,0,0,1,1,0,1,1,2
3449,0,0,0,0,0,10,0,0,0,1,0,0,1,0,0,1,1
3457,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,1
3460,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,1
3461,0,0,0,0,0,10,0,1,0,1,0,0,0,0,0,2,0
3463,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,1,0
3466,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,1
3468,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,1
3470,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,1
3476,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,1,0
3477,0,0,0,0,0,10,0,0,0,0,0,0,1,0,1,0,2
3481,0,0,0,0,0,10,0,0,0,0,0,1,0,0,1,1,1
3484,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,1
3494,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,1
3499,0,0,0,0,0,10,0,0,0,1,0,0,0,1,0,2,0
3503,0,0,0,0,0,10,0,0,1,0,0,0,1,0,0,0,2
3507,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,1,0
3509,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,1,0
3516,0,0,0,0,0,10,0,0,0,0,1,0,0,0,1,0,2
3517,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,1
3519,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,1
3521,0,0,0,0,0,10,0,0,0,0,1,0,0,0,1,0,2
3522,0,0,0,0,0,10,0,0,1,0,0,0,0,1,0,1,1
3524,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,1
3525,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1,0
3529,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,1,0
3530,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,1,0
3531,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,1
3533,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,1
3536,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,1
3538,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,1
3540,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,1
3542,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,1
3547,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,1
3553,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,1
3554,1,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0
3560,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,1
3571,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,1,0
3572,0,0,0,0,0,11,0,0,1,0,0,0,0,1,0,1,1
3575,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,1
3577,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,1
3580,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,1
3583,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,1
3584,0,0,0,0,0,11,0,1,0,0,0,0,1,0,0,1,1
3585,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,1,0
3586,0,0,0,0,0,11,0,0,1,0,0,0,1,0,0,0,2
3588,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,1,0
3593,1,0,1,0,0,12,0,0,0,0,0,0,0,0,1,0,1
3594,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3597,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3598,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3602,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3610,0,0,0,0,0,12,0,0,0,0,1,1,0,0,0,1,1
3611,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,1,0
3619,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3625,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,1,0
3626,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3628,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1
3630,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,2
3631,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1
3632,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0
3633,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3634,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,2
3635,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3638,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3645,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3647,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3648,0,0,0,0,0,12,0,0,1,0,0,1,0,0,0,1,1
3649,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3650,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,1,0
3651,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1
3658,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,1,0
3659,0,0,0,0,0,12,0,0,1,0,0,0,1,0,1,0,3
3665,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3667,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1
3668,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1
3670,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1
3672,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3673,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,1,0
3675,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3679,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,2
3680,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3684,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,1,0
3687,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0
3691,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,1,0
3693,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3698,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,1,0
3700,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,1,0
3704,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1
3705,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3706,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1
3709,0,0,0,0,0,12,0,0,0,0,1,0,1,0,1,0,3
3713,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3715,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3718,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1
3726,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0
3732,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1
3733,0,0,0,0,0,12,0,1,0,1,0,0,0,0,0,2,0
3734,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,1,0
3735,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3738,0,0,0,0,0,12,0,0,1,0,0,1,0,0,0,1,1
3742,0,0,0,0,0,12,0,0,1,0,1,0,0,0,0,0,2
3748,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1
3750,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3755,0,0,0,0,0,12,0,0,1,2,0,0,0,0,0,2,1
3757,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3759,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3761,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3764,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1
3766,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3767,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,1,0
3768,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0
3771,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,1,0
3776,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3777,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3778,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3782,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0
3785,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1
3786,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3787,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3793,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,2
3794,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,1,0
3802,0,0,0,0,0,12,0,0,0,1,0,0,2,0,0,1,2
3803,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3804,0,0,0,0,0,12,0,0,1,0,0,0,0,1,0,1,1
3806,0,0,0,0,0,12,0,1,0,1,0,1,0,0,1,3,1
3807,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,1,0
3809,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1
3810,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0
3811,0,0,0,0,0,12,0,0,1,0,1,0,0,0,0,0,2
3813,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,1,0
3814,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,2
3816,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3820,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1
3823,0,0,0,0,0,12,0,0,0,0,1,0,1,0,0,0,2
3830,0,0,0,0,0,12,0,0,0,0,1,0,0,0,1,0,2
3831,0,0,0,0,0,12,0,1,0,0,1,0,0,0,0,1,1
3839,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1
3846,0,0,0,0,0,12,0,0,1,0,0,0,0,1,0,1,1
3848,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,2
3849,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3850,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3854,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1
3856,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3857,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3858,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3859,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3864,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1
3868,0,0,0,0,0,12,0,0,0,0,0,0,1,0,1,0,2
3871,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1
3872,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1
3873,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3876,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1
3877,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,2
3878,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3880,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1
3890,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,1,0
3893,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,2
3894,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3895,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,2
3896,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3897,0,0,0,0,0,12,0,0,0,1,2,0,0,0,0,1,2
3898,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,1,0
3899,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3907,0,0,0,0,0,12,0,0,0,1,0,1,1,0,0,2,1
3909,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3915,0,0,0,0,0,12,0,0,0,0,1,1,0,0,0,1,1
3917,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3918,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1
3919,0,0,0,0,0,12,0,0,1,0,1,0,1,0,0,0,3
3923,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1
3929,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,1,0
3930,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3931,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0
3933,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3934,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1
3938,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1
3939,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3940,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3942,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3943,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3944,0,0,0,0,0,12,0,0,0,0,1,0,1,0,0,0,2
3948,0,0,0,0,0,12,0,0,0,1,2,0,0,0,0,1,2
3952,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3953,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3954,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3955,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0
3957,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3959,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0
3960,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,1,0
3965,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3966,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3968,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,1,0
3969,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3972,0,0,0,0,0,12,0,1,0,0,0,0,1,0,0,1,1
3973,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1
3974,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3975,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1
3976,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3978,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
3981,0,0,0,0,0,12,0,1,0,0,0,0,1,0,0,1,1
3983,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3985,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3993,0,0,0,0,0,12,0,0,0,0,1,0,0,0,1,0,2
3994,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
3995,0,0,0,0,0,12,0,0,1,0,1,0,0,0,0,0,2
3996,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0
3999,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
4001,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
4002,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,1,0
4003,0,0,0,0,0,12,0,0,0,0,0,0,1,0,1,0,2
4005,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,1,0
4014,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,1,0
4016,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1
4019,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0
4020,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0
4024,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,2
4025,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1
4026,0,0,0,0,0,12,0,0,0,0,1,0,0,0,1,0,2
4028,0,0,0,0,0,12,0,1,0,0,1,0,0,0,0,1,1
4031,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,1,0
4032,0,0,0,0,0,12,0,0,0,0,1,0,1,0,0,0,2
4033,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
4039,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
4042,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
4043,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
4046,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
4049,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0
4053,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
4054,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
4055,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
4057,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
4059,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0
4061,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,1,0
4062,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
4063,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1
4064,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,1,0
4066,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,1,0
4069,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
4070,0,0,0,0,0,12,0,0,0,0,0,1,1,0,0,1,1
4071,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
4078,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
4081,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
4082,0,0,0,0,0,12,0,0,0,0,0,0,1,0,1,0,2
4084,0,0,0,0,0,12,0,0,0,0,0,0,1,0,1,0,2
4085,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,1,0
4086,0,0,0,0,0,12,0,0,1,0,0,0,0,1,0,1,1
4087,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
4094,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
4103,0,0,0,0,0,12,0,0,1,0,0,0,1,0,0,0,2
4106,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1
4107,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
4110,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1
4111,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
4114,0,0,0,0,0,12,0,0,0,0,1,0,2,0,0,0,3
4115,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1
4118,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0
4120,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,1
4126,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1
4128,1,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0
4130,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,1
4131,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,1,0
