time_s,rep_event,assembly_event,rep_unpacked_products,rep_packaged_products,converted_packaged_products,unpacked_genome_after,packaged_genome_after,TX_L1_4,TL_L1_4,TX_L1_1,TL_L1_1,TX_L1_2,TL_L1_2,TX_L1_3,TL_L1_3,tx_total,tl_total
4133,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,1
4137,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,1,0
4146,0,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,2
4148,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,1
4150,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,1
4153,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,1,0
4160,0,0,0,0,0,13,0,0,0,0,1,0,0,0,1,0,2
4166,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,1
4171,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,2
4176,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,1,0
4187,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,1
4188,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,1
4191,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,1,0
4194,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,1,0
4196,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,1
4198,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,1
4201,0,0,0,0,0,13,0,0,0,0,0,1,1,0,0,1,1
4202,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,1
4206,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,1
4207,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,1,0
4208,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,1
4209,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,1,0
4215,0,0,0,0,0,13,0,1,0,0,0,0,0,0,1,1,1
4217,0,0,0,0,0,13,0,0,1,0,1,0,0,0,0,0,2
4222,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,1
4228,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,1
4236,0,0,0,0,0,13,0,0,1,1,0,0,0,0,0,1,1
4244,0,0,0,0,0,13,0,0,0,0,0,0,1,1,0,1,1
4245,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,1,0
4248,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,1,0
4251,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,1
4255,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,1
4266,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,1
4267,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,1,0
4268,0,0,0,0,0,13,0,0,1,0,0,0,2,0,0,0,3
4269,0,0,0,0,0,13,0,0,0,0,0,1,1,0,0,1,1
4277,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,1
4278,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,1
4281,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,1
4283,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,1,0
4285,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,1,0
4286,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,1,0
4289,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,1,0
4292,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,1
4294,0,0,0,0,0,13,0,0,0,0,1,0,0,1,0,1,1
4296,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,1,0
4299,0,0,0,0,0,13,0,0,0,0,0,0,1,0,1,0,2
4303,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,2
4306,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,1
4307,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,1
4313,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,1
4314,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,1
4318,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,1,0
4323,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,1,0
4326,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,1
4330,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,1
4332,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,1,0
4341,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,1
4346,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,1
4347,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,1
4351,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,1,0
4354,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,1
4355,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,1
4356,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,1
4361,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,1
4364,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,1,0
4367,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,1
4371,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,1
4372,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,1
4375,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,1
4387,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,1,0
4388,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,1
4393,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,1
4397,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,1
4398,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,1
4400,1,0,1,0,0,14,0,0,0,0,0,1,1,0,0,1,1
4401,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,1
4405,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,1
4407,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,1
4410,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,1,0
4413,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,1
4414,0,0,0,0,0,14,0,0,0,1,0,3,1,0,0,4,1
4420,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,1,0
4421,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,1
4422,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,1
4425,0,0,0,0,0,14,0,0,1,1,0,0,0,1,0,2,1
4426,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,1
4434,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,1
4439,0,0,0,0,0,14,0,0,0,0,1,0,0,0,1,0,2
4444,0,0,0,0,0,14,0,0,1,0,0,0,2,0,0,0,3
4449,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,1,0
4452,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,1,0
4453,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,1
4460,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,1,0
4462,0,0,0,0,0,14,0,1,0,1,0,0,0,0,0,2,0
4464,1,0,1,0,0,15,0,0,0,0,0,0,0,0,1,0,1
4465,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,1
4466,0,0,0,0,0,15,0,0,1,0,0,0,1,0,0,0,2
4468,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,1
4471,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,1
4479,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,1
4480,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,1
4481,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,1,0
4484,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,1,0
4489,1,0,1,0,0,16,0,0,0,0,0,1,0,0,0,1,0
4490,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,1,0
4491,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,3
4492,0,0,0,0,0,16,0,0,0,0,1,0,1,0,0,0,2
4493,0,0,0,0,0,16,0,0,1,0,0,0,0,0,1,0,2
4495,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,1
4496,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,1
4497,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,1
4499,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,1
4505,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,1
4507,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,1
4508,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,1,0
4513,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,1,0
4515,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,1,0
4520,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,1
4521,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,1
4524,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,1
4525,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,1
4527,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,1
4528,0,0,0,0,0,16,0,1,1,0,0,0,0,0,0,1,1
4531,0,0,0,0,0,16,0,0,0,0,0,1,0,0,1,1,1
4534,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,1,0
4535,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,1
4536,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,1
4539,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,1
4540,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,1
4541,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,1
4545,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,1
4549,0,0,0,0,0,16,0,0,0,0,0,0,1,0,1,0,2
4550,0,0,0,0,0,16,0,0,0,0,0,0,2,0,0,0,2
4551,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,1,0
4552,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,1
4554,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,1,0
4555,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,1
4559,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,1,0
4560,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,1
4561,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,1,0
4568,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,1
4570,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,1
4573,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,1,0
4577,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,1,0
4581,0,0,0,0,0,16,0,0,0,0,1,0,1,0,0,0,2
4586,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,2
4589,0,0,0,0,0,16,0,0,0,0,0,0,0,0,2,0,2
4591,0,0,0,0,0,16,0,0,0,0,1,0,0,2,0,2,1
4595,0,0,0,0,0,16,0,0,1,0,2,0,0,0,0,0,3
4597,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,1
4600,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,1,0
4605,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,1
4607,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,1
4608,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,1
4609,0,0,0,0,0,16,0,0,0,1,0,0,1,0,0,1,1
4610,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,1
4612,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,1
4615,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,1
4617,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,1,0
4620,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,1
4624,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,1
4627,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,1
4631,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,1
4632,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,1,0
4635,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,1,0
4637,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,1,0
4638,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,1
4639,0,0,0,0,0,16,0,0,0,0,0,0,1,0,1,0,2
4640,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,1
4641,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,1
4643,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,1
4644,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,1
4648,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,1
4649,0,0,0,0,0,16,0,0,0,0,0,0,0,2,0,2,0
4650,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,1,0
4657,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,1
4663,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,1
4665,0,0,0,0,0,16,0,0,1,0,0,1,0,0,0,1,1
4666,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,1,0
4668,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,1
4673,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,1
4674,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,1,0
4675,0,0,0,0,0,16,0,0,0,0,2,0,0,0,0,0,2
4676,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,1,0
4677,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,1,0
4678,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,1
4681,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,1,0
4682,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,1
4684,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,1
4687,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,1
4688,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,1
4690,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,1,0
4691,0,0,0,0,0,16,0,0,0,0,0,0,1,1,0,1,1
4695,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,1
4697,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,1,0
4702,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,1,0
4703,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,1,0
4707,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,1,0
4709,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,1
4716,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,1
4718,0,0,0,0,0,16,0,0,0,0,1,0,0,1,0,1,1
4719,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,1,0
4725,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,1,0
4726,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,1,0
4727,0,0,0,0,0,16,0,0,1,0,0,0,0,0,2,0,3
4729,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,1,0
4732,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,1
4734,0,0,0,0,0,16,0,0,0,0,2,0,0,0,0,0,2
4736,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,1
4737,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,1
4745,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,1,0
4746,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,1,0
4748,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,1
4754,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,1
4756,0,0,0,0,0,16,0,0,0,0,0,0,1,1,0,1,1
4757,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,1
4760,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,1,0
4761,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,1
4763,0,0,0,0,0,16,0,0,1,0,1,0,0,1,0,1,2
4764,0,0,0,0,0,16,0,0,0,1,0,0,2,0,0,1,2
4765,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,1
4767,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,1
4771,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,1,0
4774,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,1
4776,1,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0
4782,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,1
4783,0,0,0,0,0,17,0,0,0,1,1,0,0,0,0,1,1
4786,0,0,0,0,0,17,0,0,0,1,0,0,0,0,1,1,1
4788,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,1,0
4789,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,1,0
4791,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,1,0
4794,0,0,0,0,0,17,0,0,0,0,1,0,0,0,1,0,2
4795,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,1,0
4796,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,1,0
4797,0,0,0,0,0,17,0,0,0,0,0,1,0,0,1,1,1
4799,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,1
4800,0,0,0,0,0,17,0,0,0,1,0,1,0,0,0,2,0
4803,0,0,0,0,0,17,0,0,0,0,0,0,0,0,2,0,2
4805,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,1
4807,0,0,0,0,0,17,0,0,1,1,0,0,0,0,0,1,1
4808,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,1
4809,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,1
4812,1,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0
4814,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0
4815,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,1
4818,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,1
4821,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,1
4822,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,1
4827,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0
4828,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,1
4829,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0
4830,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0
4833,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,1
4837,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,1
4838,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,1
4844,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,1
4845,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,1,0
4847,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,1
4848,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,1
4850,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,1
4852,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,1
4853,0,0,0,0,0,18,0,0,0,1,0,1,1,0,0,2,1
4854,0,0,0,0,0,18,0,0,1,0,0,0,0,0,1,0,2
4855,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,1,0
4857,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,1
4859,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,1,0
4860,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,1,0
4861,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,1
4863,0,0,0,0,0,18,0,0,2,1,0,0,0,0,1,1,3
4867,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,1
4868,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,1
4870,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,1,0
4873,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,1
4875,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,1
4876,0,0,0,0,0,18,0,0,0,0,1,0,0,0,1,0,2
4879,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,1,0
4880,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,1
4881,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,1
4882,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,1,0
4885,0,0,0,0,0,18,0,0,0,0,1,0,2,0,0,0,3
4886,0,0,0,0,0,18,0,0,0,0,1,1,0,1,0,2,1
4893,0,0,0,0,0,18,0,0,0,0,1,0,0,0,1,0,2
4895,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,1
4898,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,1
4901,0,0,0,0,0,18,0,0,0,0,2,0,0,0,1,0,3
4905,0,0,0,0,0,18,0,0,0,0,1,0,0,1,0,1,1
4911,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,1
4913,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,1,0
4914,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,1
4915,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0
4916,0,0,0,0,0,18,0,0,0,1,0,0,1,0,0,1,1
4918,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,1
4921,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,1,0
4922,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,1
4927,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,1,0
4928,0,0,0,0,0,18,0,0,1,0,0,0,0,1,0,1,1
4929,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,1
4931,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,1,0
4935,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,1
4937,0,0,0,0,0,18,0,0,0,0,0,1,0,1,0,2,0
4938,1,0,1,0,0,19,0,0,0,0,1,0,0,0,0,0,1
4943,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,1
