time_s,source_key,value
513,TL_MpP1p05,2
513,TL_MpP1p06,1
513,TL_MpP1p08,1
513,TX_MpP1p10,1
513,TL_MpP1p11,1
514,TL_MpP1p03,1
514,TL_MpP1p04,1
514,TX_MpP1p09,1
515,TL_MpP1p06,1
515,TL_MpP1p07,2
516,TL_MpP1p05,1
516,TL_MpP1p11,1
517,TL_MpP1p05,1
517,TL_MpP1p06,1
517,TL_MpP1p07,1
517,TL_MpP1p11,2
518,TL_MpP1p02,1
518,TL_MpP1p05,1
518,TL_MpP1p08,1
518,TL_MpP1p09,1
519,TL_MpP1p02,1
519,TL_MpP1p04,1
519,TL_MpP1p06,1
519,TL_MpP1p07,2
519,TL_MpP1p08,1
520,TL_MpP1p02,1
520,TL_MpP1p03,1
520,TL_MpP1p05,1
521,TL_MpP1p02,1
521,TX_MpP1p04,1
522,TX_MpP1p05,1
522,TL_MpP1p09,1
523,TL_MpP1p05,1
523,TL_MpP1p08,1
523,TL_MpP1p10,1
523,TL_MpP1p11,1
524,TL_MpP1p02,1
524,TX_MpP1p03,1
524,TL_MpP1p05,1
524,TL_MpP1p07,3
524,TL_MpP1p09,1
525,TL_MpP1p04,1
525,TL_MpP1p06,1
526,TL_MpP1p02,1
526,TL_MpP1p03,1
526,TL_MpP1p06,1
527,TX_MpP1p02,1
527,TL_MpP1p02,1
527,TL_MpP1p04,1
527,TL_MpP1p05,1
527,TL_MpP1p09,1
527,TL_MpP1p10,2
528,TL_MpP1p03,1
529,TL_MpP1p06,3
530,TL_MpP1p11,1
531,TL_MpP1p05,2
531,TL_MpP1p10,1
532,TL_MpP1p02,1
532,TL_MpP1p04,1
532,TL_MpP1p06,1
532,TX_MpP1p11,1
532,TL_MpP1p11,1
533,TL_MpP1p01,1
533,TL_MpP1p03,1
533,TX_MpP1p04,1
533,TL_MpP1p04,2
533,TL_MpP1p05,1
533,TX_MpP1p06,1
533,TL_MpP1p10,1
534,TL_MpP1p07,1
534,TL_MpP1p11,1
535,TL_MpP1p03,1
535,TL_MpP1p05,1
535,TL_MpP1p06,1
536,TL_MpP1p02,1
536,TL_MpP1p05,1
536,TL_MpP1p06,1
536,TL_MpP1p07,1
536,TL_MpP1p08,1
537,TL_MpP1p02,1
537,TL_MpP1p03,1
537,TL_MpP1p04,3
537,TL_MpP1p08,1
538,TL_MpP1p05,1
538,TL_MpP1p07,1
538,TL_MpP1p09,1
539,TL_MpP1p02,2
539,TL_MpP1p04,1
539,TX_MpP1p05,1
539,TL_MpP1p05,1
539,TL_MpP1p06,1
540,TL_MpP1p02,1
540,TL_MpP1p05,2
540,TL_MpP1p07,1
541,TL_MpP1p05,1
541,TL_MpP1p10,1
541,TL_MpP1p11,1
542,TL_MpP1p03,1
542,TL_MpP1p05,2
542,TL_MpP1p06,1
543,TL_MpP1p01,1
543,TL_MpP1p03,1
543,TL_MpP1p04,1
543,TL_MpP1p07,1
543,TL_MpP1p08,1
544,TL_MpP1p01,2
544,TL_MpP1p05,1
544,TL_MpP1p06,2
545,TL_MpP1p04,1
545,TL_MpP1p05,1
545,TL_MpP1p08,1
546,TX_MpP1p05,1
546,TL_MpP1p11,1
547,TL_MpP1p11,1
548,TL_MpP1p04,1
548,TL_MpP1p05,1
548,TX_MpP1p11,1
549,TL_MpP1p01,1
549,TL_MpP1p04,1
549,TL_MpP1p07,1
550,TL_MpP1p02,1
550,TL_MpP1p04,1
550,TL_MpP1p06,1
551,TL_MpP1p01,1
551,TL_MpP1p02,2
551,TL_MpP1p04,1
552,TL_MpP1p04,1
552,TL_MpP1p05,2
553,TL_MpP1p02,1
553,TL_MpP1p05,1
553,TL_MpP1p11,1
554,TL_MpP1p01,1
554,TL_MpP1p05,1
554,TL_MpP1p08,1
555,TL_MpP1p02,1
555,TL_MpP1p05,1
555,TL_MpP1p10,2
555,TL_MpP1p11,1
556,TX_MpP1p02,1
556,TL_MpP1p02,1
556,TL_MpP1p04,1
556,TL_MpP1p05,2
557,TL_MpP1p04,1
557,TL_MpP1p05,1
557,TL_MpP1p06,1
558,TL_MpP1p05,1
558,TL_MpP1p10,1
559,TL_MpP1p02,2
559,TL_MpP1p04,1
559,TX_MpP1p05,1
559,TL_MpP1p05,1
560,TL_MpP1p04,1
560,TL_MpP1p05,1
560,TX_MpP1p06,1
560,TL_MpP1p07,1
560,TL_MpP1p10,1
561,TL_MpP1p07,1
561,TL_MpP1p08,1
562,TL_MpP1p03,1
562,TL_MpP1p04,1
562,TL_MpP1p05,3
562,TL_MpP1p06,1
562,TL_MpP1p11,1
563,TL_MpP1p02,1
563,TL_MpP1p05,2
563,TL_MpP1p06,1
563,TL_MpP1p08,1
563,TL_MpP1p10,1
563,TL_MpP1p11,1
564,TL_MpP1p04,3
564,TL_MpP1p06,1
565,TL_MpP1p02,1
565,TL_MpP1p05,1
566,TL_MpP1p10,1
567,TL_MpP1p04,2
567,TL_MpP1p08,1
567,TL_MpP1p11,1
568,TL_MpP1p02,2
568,TL_MpP1p05,1
568,TL_MpP1p07,2
568,TL_MpP1p08,1
569,TX_MpP1p03,1
569,TL_MpP1p04,1
569,TL_MpP1p05,2
569,TL_MpP1p07,1
570,TL_MpP1p02,1
570,TL_MpP1p03,2
570,TL_MpP1p04,1
570,TL_MpP1p05,1
571,TL_MpP1p02,1
571,TL_MpP1p04,1
571,TL_MpP1p05,1
571,TL_MpP1p06,2
571,TL_MpP1p08,1
571,TL_MpP1p09,1
572,TL_MpP1p05,1
572,TL_MpP1p08,1
572,TL_MpP1p11,1
573,TL_MpP1p05,2
573,TL_MpP1p08,1
574,TL_MpP1p02,1
574,TL_MpP1p04,1
574,TL_MpP1p06,1
574,TL_MpP1p07,1
574,TL_MpP1p11,1
575,TL_MpP1p03,1
575,TL_MpP1p04,1
575,TL_MpP1p05,3
575,TL_MpP1p06,1
576,TL_MpP1p05,2
577,TL_MpP1p02,1
577,TL_MpP1p04,1
577,TX_MpP1p10,1
578,TL_MpP1p02,1
578,TL_MpP1p04,1
578,TL_MpP1p05,1
578,TL_MpP1p06,1
578,TL_MpP1p07,2
578,TL_MpP1p08,1
579,TL_MpP1p05,2
580,TL_MpP1p02,1
580,TL_MpP1p04,1
580,TL_MpP1p05,1
580,TL_MpP1p09,1
581,TL_MpP1p05,1
581,TL_MpP1p09,1
581,TL_MpP1p11,1
582,TL_MpP1p02,1
582,TL_MpP1p03,2
582,TL_MpP1p05,1
582,TL_MpP1p06,2
582,TL_MpP1p11,1
583,TL_MpP1p06,1
584,TL_MpP1p04,1
585,TL_MpP1p05,2
585,TL_MpP1p06,1
585,TL_MpP1p08,2
586,TL_MpP1p02,2
586,TL_MpP1p06,1
587,TL_MpP1p01,1
587,TL_MpP1p05,1
588,TL_MpP1p02,1
588,TL_MpP1p03,1
588,TX_MpP1p09,1
588,TL_MpP1p11,1
589,TL_MpP1p09,1
589,TL_MpP1p11,1
590,TL_MpP1p04,1
590,TX_MpP1p07,1
590,TL_MpP1p08,1
590,TL_MpP1p09,1
591,TL_MpP1p02,1
591,TL_MpP1p05,1
592,TL_MpP1p05,1
592,TL_MpP1p08,2
593,TX_MpP1p01,1
593,TL_MpP1p02,1
593,TL_MpP1p05,3
593,TL_MpP1p06,1
593,TL_MpP1p07,2
593,TL_MpP1p09,1
593,TL_MpP1p11,1
594,TL_MpP1p04,1
594,TL_MpP1p07,1
595,TL_MpP1p04,2
595,TL_MpP1p05,1
595,TL_MpP1p06,2
595,TL_MpP1p07,1
595,TL_MpP1p11,1
596,TL_MpP1p05,1
597,TL_MpP1p01,1
597,TL_MpP1p05,1
597,TL_MpP1p07,1
598,TL_MpP1p01,1
598,TL_MpP1p04,1
599,TL_MpP1p05,1
599,TL_MpP1p06,2
599,TL_MpP1p07,1
599,TL_MpP1p09,1
600,TL_MpP1p01,1
600,TL_MpP1p04,1
601,TL_MpP1p04,1
601,TL_MpP1p08,1
602,TL_MpP1p03,1
602,TL_MpP1p04,3
602,TL_MpP1p05,1
602,TL_MpP1p06,1
602,TL_MpP1p07,1
603,TL_MpP1p02,1
603,TL_MpP1p07,1
603,TL_MpP1p10,1
604,TL_MpP1p02,1
604,TL_MpP1p04,1
604,TL_MpP1p05,1
604,TX_MpP1p10,1
604,TL_MpP1p10,1
604,TL_MpP1p11,1
605,TL_MpP1p01,1
605,TL_MpP1p06,1
605,TL_MpP1p08,1
605,TL_MpP1p11,1
606,TL_MpP1p04,1
606,TL_MpP1p07,1
606,TX_MpP1p11,1
606,TL_MpP1p11,1
607,TL_MpP1p05,1
607,TL_MpP1p10,1
607,TL_MpP1p11,2
608,TL_MpP1p04,1
608,TX_MpP1p05,1
608,TL_MpP1p05,1
608,TL_MpP1p07,1
609,TL_MpP1p03,1
609,TL_MpP1p04,1
609,TL_MpP1p05,2
610,TL_MpP1p02,1
610,TL_MpP1p04,1
610,TL_MpP1p05,2
610,TL_MpP1p07,1
612,TL_MpP1p03,1
612,TL_MpP1p06,1
612,TL_MpP1p07,2
612,TL_MpP1p08,1
612,TL_MpP1p11,1
613,TL_MpP1p05,1
614,TL_MpP1p04,2
614,TL_MpP1p06,1
615,TL_MpP1p04,1
615,TL_MpP1p05,1
616,TL_MpP1p02,2
616,TL_MpP1p05,1
617,TL_MpP1p02,2
617,TL_MpP1p04,2
617,TL_MpP1p05,2
617,TL_MpP1p07,1
617,TL_MpP1p10,1
618,TL_MpP1p05,1
618,TL_MpP1p09,3
619,TL_MpP1p03,1
619,TL_MpP1p04,3
619,TL_MpP1p05,1
619,TL_MpP1p06,1
620,TL_MpP1p05,2
620,TL_MpP1p07,1
621,TL_MpP1p06,1
621,TL_MpP1p08,1
621,TL_MpP1p10,1
621,TL_MpP1p11,1
622,TL_MpP1p02,1
622,TL_MpP1p05,3
622,TL_MpP1p09,1
623,TL_MpP1p02,1
623,TL_MpP1p03,1
623,TX_MpP1p04,1
623,TL_MpP1p08,1
623,TL_MpP1p11,2
624,TX_MpP1p02,1
624,TL_MpP1p03,1
624,TL_MpP1p04,1
624,TL_MpP1p09,1
625,TX_MpP1p07,1
625,TL_MpP1p10,2
625,TL_MpP1p11,2
627,TL_MpP1p02,1
627,TL_MpP1p03,1
627,TL_MpP1p04,1
627,TL_MpP1p05,1
627,TL_MpP1p06,1
627,TL_MpP1p08,1
627,TL_MpP1p10,1
627,TL_MpP1p11,1
628,TL_MpP1p07,1
628,TL_MpP1p11,1
629,TL_MpP1p02,1
629,TL_MpP1p05,1
630,TL_MpP1p03,1
630,TL_MpP1p09,1
630,TX_MpP1p11,1
630,TL_MpP1p11,1
631,TL_MpP1p02,1
631,TL_MpP1p04,1
631,TL_MpP1p05,1
632,TL_MpP1p02,1
632,TL_MpP1p03,1
632,TL_MpP1p07,1
632,TX_MpP1p09,1
632,TL_MpP1p11,2
633,TL_MpP1p04,2
633,TL_MpP1p11,1
634,TL_MpP1p05,1
634,TL_MpP1p07,1
634,TL_MpP1p10,2
635,TL_MpP1p03,1
635,TL_MpP1p04,1
635,TL_MpP1p05,2
636,TL_MpP1p03,1
636,TL_MpP1p05,3
637,TL_MpP1p01,1
637,TL_MpP1p02,1
637,TL_MpP1p07,1
637,TL_MpP1p09,1
637,TL_MpP1p11,2
638,TL_MpP1p01,1
638,TL_MpP1p02,2
638,TX_MpP1p03,1
638,TL_MpP1p04,1
638,TL_MpP1p05,2
638,TL_MpP1p09,1
639,TL_MpP1p01,1
639,TL_MpP1p02,2
639,TL_MpP1p05,1
639,TL_MpP1p10,1
640,TL_MpP1p01,1
640,TL_MpP1p04,1
640,TL_MpP1p05,1
640,TL_MpP1p06,1
640,TL_MpP1p07,2
641,TL_MpP1p07,1
641,TL_MpP1p11,1
642,TL_MpP1p04,1
642,TL_MpP1p07,1
643,TL_MpP1p02,1
643,TL_MpP1p05,1
644,TL_MpP1p02,2
644,TL_MpP1p03,1
644,TL_MpP1p04,1
644,TL_MpP1p11,2
645,TL_MpP1p03,1
645,TL_MpP1p05,1
645,TL_MpP1p06,1
646,TL_MpP1p05,1
647,TL_MpP1p02,1
647,TL_MpP1p04,1
647,TL_MpP1p05,1
648,TL_MpP1p01,1
649,TL_MpP1p03,1
649,TL_MpP1p05,1
649,TL_MpP1p11,2
650,TL_MpP1p03,2
650,TL_MpP1p04,1
650,TL_MpP1p05,1
650,TL_MpP1p11,1
651,TL_MpP1p05,1
651,TX_MpP1p07,1
651,TL_MpP1p07,1
651,TL_MpP1p09,1
651,TL_MpP1p10,1
652,TL_MpP1p02,1
652,TL_MpP1p04,1
652,TL_MpP1p07,1
653,TL_MpP1p05,1
653,TL_MpP1p11,1
654,TL_MpP1p08,1
654,TL_MpP1p09,1
655,TL_MpP1p03,1
655,TL_MpP1p04,1
655,TL_MpP1p05,1
656,TL_MpP1p03,1
656,TL_MpP1p05,2
656,TL_MpP1p06,1
656,TL_MpP1p09,1
656,TL_MpP1p11,1
657,TL_MpP1p05,1
657,TL_MpP1p07,2
657,TL_MpP1p10,1
658,TL_MpP1p05,1
658,TL_MpP1p06,2
658,TL_MpP1p07,1
658,TL_MpP1p11,1
659,TX_MpP1p02,1
659,TL_MpP1p03,1
660,TL_MpP1p04,2
661,TL_MpP1p02,1
661,TL_MpP1p07,1
661,TL_MpP1p09,1
662,TL_MpP1p01,1
662,TL_MpP1p02,1
662,TL_MpP1p03,1
662,TL_MpP1p05,1
662,TL_MpP1p06,1
662,TL_MpP1p07,2
663,TL_MpP1p02,2
663,TL_MpP1p04,1
663,TL_MpP1p05,1
663,TL_MpP1p11,1
664,TL_MpP1p02,1
664,TL_MpP1p05,1
664,TL_MpP1p10,1
665,TL_MpP1p03,1
665,TL_MpP1p11,1
666,TL_MpP1p03,1
666,TL_MpP1p05,1
666,TL_MpP1p08,1
667,TL_MpP1p02,2
668,TL_MpP1p01,1
668,TL_MpP1p09,1
668,TL_MpP1p10,1
669,TL_MpP1p04,1
669,TL_MpP1p05,1
669,TL_MpP1p06,1
669,TL_MpP1p07,1
670,TL_MpP1p02,2
670,TL_MpP1p03,1
671,TL_MpP1p04,1
671,TL_MpP1p09,1
671,TL_MpP1p10,1
671,TL_MpP1p11,1
672,TL_MpP1p05,1
672,TL_MpP1p11,2
673,TL_MpP1p05,1
673,TL_MpP1p07,1
674,TL_MpP1p02,1
675,TL_MpP1p04,1
675,TL_MpP1p05,1
675,TL_MpP1p08,1
675,TL_MpP1p11,1
676,TL_MpP1p05,1
676,TL_MpP1p10,1
677,TL_MpP1p02,1
678,TL_MpP1p07,1
678,TX_MpP1p09,1
678,TL_MpP1p11,3
679,TL_MpP1p01,1
679,TL_MpP1p02,2
679,TL_MpP1p04,3
679,TL_MpP1p07,1
679,TL_MpP1p08,1
679,TL_MpP1p11,1
680,TL_MpP1p05,1
680,TL_MpP1p07,1
681,TL_MpP1p02,1
681,TL_MpP1p03,1
681,TL_MpP1p04,1
681,TL_MpP1p10,1
682,TL_MpP1p04,1
682,TL_MpP1p06,1
683,TL_MpP1p05,3
683,TL_MpP1p09,1
684,TL_MpP1p02,1
684,TX_MpP1p05,1
685,TL_MpP1p01,2
685,TL_MpP1p05,1
686,TL_MpP1p02,1
686,TL_MpP1p03,1
686,TL_MpP1p04,1
686,TL_MpP1p06,2
687,TL_MpP1p02,1
687,TL_MpP1p03,1
687,TL_MpP1p05,2
687,TL_MpP1p07,1
688,TL_MpP1p02,1
688,TL_MpP1p05,1
688,TL_MpP1p07,2
688,TL_MpP1p08,1
688,TL_MpP1p10,1
689,TL_MpP1p04,1
689,TL_MpP1p05,1
689,TX_MpP1p06,1
689,TL_MpP1p11,1
690,TL_MpP1p10,1
691,TX_MpP1p02,1
691,TL_MpP1p02,3
691,TL_MpP1p05,3
691,TX_MpP1p07,1
691,TL_MpP1p11,1
692,TL_MpP1p02,1
692,TX_MpP1p08,1
693,TL_MpP1p05,2
693,TX_MpP1p10,1
694,TL_MpP1p07,1
695,TL_MpP1p02,1
695,TL_MpP1p07,2
695,TL_MpP1p08,1
696,TL_MpP1p02,1
696,TL_MpP1p03,1
696,TL_MpP1p05,1
696,TL_MpP1p06,1
696,TL_MpP1p07,1
697,TL_MpP1p04,1
697,TL_MpP1p05,1
697,TL_MpP1p06,1
698,TL_MpP1p08,1
699,TL_MpP1p04,1
699,TL_MpP1p07,1
699,TL_MpP1p10,1
700,TL_MpP1p04,1
700,TL_MpP1p05,1
700,TX_MpP1p06,1
700,TL_MpP1p07,1
700,TL_MpP1p08,1
701,TL_MpP1p01,1
701,TL_MpP1p06,2
701,TL_MpP1p07,1
701,TL_MpP1p11,1
702,TL_MpP1p02,2
702,TL_MpP1p05,1
703,TL_MpP1p05,1
703,TL_MpP1p06,1
704,TL_MpP1p02,1
704,TL_MpP1p04,1
704,TL_MpP1p05,4
704,TL_MpP1p06,1
704,TL_MpP1p09,1
704,TL_MpP1p10,1
704,TL_MpP1p11,1
705,TL_MpP1p02,1
705,TL_MpP1p04,1
705,TL_MpP1p11,1
706,TL_MpP1p02,1
706,TL_MpP1p03,1
706,TL_MpP1p04,2
706,TL_MpP1p10,1
706,TL_MpP1p11,1
707,TL_MpP1p05,2
707,TL_MpP1p06,1
707,TL_MpP1p09,1
708,TL_MpP1p02,1
708,TL_MpP1p07,4
708,TL_MpP1p09,1
709,TL_MpP1p02,1
709,TL_MpP1p04,1
709,TL_MpP1p05,1
709,TL_MpP1p09,1
710,TX_MpP1p04,1
710,TL_MpP1p04,1
710,TL_MpP1p05,1
710,TL_MpP1p06,1
710,TL_MpP1p09,1
711,TL_MpP1p02,1
711,TL_MpP1p05,1
711,TL_MpP1p10,1
711,TL_MpP1p11,1
712,TL_MpP1p04,1
712,TL_MpP1p05,1
712,TL_MpP1p08,1
713,TL_MpP1p03,1
713,TL_MpP1p05,2
714,TL_MpP1p05,1
714,TL_MpP1p06,1
715,TL_MpP1p02,2
716,TL_MpP1p04,1
716,TL_MpP1p05,1
716,TX_MpP1p06,1
716,TL_MpP1p09,1
716,TL_MpP1p10,1
716,TL_MpP1p11,1
717,TL_MpP1p01,1
717,TL_MpP1p05,1
717,TL_MpP1p06,3
717,TL_MpP1p07,4
717,TL_MpP1p08,1
718,TX_MpP1p05,1
718,TL_MpP1p05,1
718,TL_MpP1p08,2
718,TL_MpP1p09,1
719,TL_MpP1p02,1
719,TL_MpP1p04,1
719,TL_MpP1p06,1
719,TL_MpP1p07,1
720,TL_MpP1p02,1
720,TL_MpP1p04,1
720,TL_MpP1p05,2
720,TL_MpP1p06,1
721,TL_MpP1p06,1
721,TL_MpP1p07,2
721,TL_MpP1p10,1
721,TL_MpP1p11,2
722,TL_MpP1p05,2
723,TL_MpP1p02,1
723,TL_MpP1p05,1
723,TL_MpP1p07,1
723,TL_MpP1p09,1
723,TL_MpP1p11,1
724,TL_MpP1p02,1
724,TL_MpP1p04,2
724,TL_MpP1p08,1
725,TL_MpP1p02,1
725,TL_MpP1p04,2
725,TL_MpP1p05,3
725,TL_MpP1p08,1
725,TX_MpP1p11,1
726,TL_MpP1p03,1
726,TX_MpP1p04,1
726,TL_MpP1p05,1
726,TL_MpP1p08,1
727,TL_MpP1p02,1
727,TL_MpP1p06,2
727,TL_MpP1p11,1
728,TL_MpP1p02,2
728,TL_MpP1p04,1
728,TL_MpP1p05,1
728,TL_MpP1p09,1
729,TL_MpP1p05,1
729,TL_MpP1p06,1
729,TL_MpP1p08,1
729,TL_MpP1p11,1
730,TL_MpP1p02,2
730,TL_MpP1p05,1
731,TL_MpP1p02,2
731,TL_MpP1p04,1
731,TL_MpP1p05,1
732,TL_MpP1p02,1
732,TL_MpP1p08,2
733,TL_MpP1p02,1
733,TL_MpP1p05,2
734,TL_MpP1p04,1
734,TL_MpP1p05,1
734,TL_MpP1p06,1
734,TX_MpP1p09,1
735,TL_MpP1p04,1
735,TL_MpP1p05,1
735,TL_MpP1p07,1
735,TL_MpP1p10,1
736,TL_MpP1p02,1
736,TL_MpP1p05,1
736,TL_MpP1p06,1
736,TL_MpP1p08,1
736,TL_MpP1p11,1
737,TL_MpP1p04,1
737,TL_MpP1p05,2
737,TX_MpP1p07,1
737,TL_MpP1p07,1
738,TL_MpP1p02,2
738,TL_MpP1p04,1
738,TX_MpP1p06,1
738,TL_MpP1p06,1
739,TL_MpP1p05,1
739,TL_MpP1p11,2
740,TL_MpP1p02,1
740,TL_MpP1p09,1
741,TL_MpP1p04,2
741,TL_MpP1p08,1
742,TL_MpP1p10,1
743,TL_MpP1p04,1
743,TL_MpP1p07,2
743,TL_MpP1p08,1
744,TL_MpP1p02,1
744,TL_MpP1p05,3
744,TL_MpP1p08,2
744,TL_MpP1p09,1
745,TL_MpP1p02,1
745,TL_MpP1p04,1
745,TL_MpP1p05,1
745,TL_MpP1p06,1
745,TL_MpP1p07,1
745,TL_MpP1p11,1
746,TL_MpP1p05,2
746,TL_MpP1p06,1
746,TL_MpP1p10,1
748,TL_MpP1p05,2
748,TL_MpP1p06,1
749,TX_MpP1p05,1
749,TL_MpP1p05,1
750,TL_MpP1p02,1
750,TX_MpP1p03,1
750,TL_MpP1p05,1
750,TL_MpP1p08,1
750,TL_MpP1p09,1
751,TL_MpP1p04,1
751,TL_MpP1p11,2
752,TL_MpP1p02,1
752,TL_MpP1p07,1
752,TL_MpP1p11,2
753,TL_MpP1p01,1
753,TL_MpP1p03,1
753,TL_MpP1p06,1
753,TL_MpP1p07,1
754,TX_MpP1p02,1
754,TL_MpP1p02,1
754,TL_MpP1p03,1
754,TL_MpP1p05,2
754,TL_MpP1p07,1
754,TL_MpP1p11,1
755,TL_MpP1p02,2
755,TL_MpP1p04,1
755,TL_MpP1p06,1
756,TL_MpP1p02,1
756,TL_MpP1p06,2
756,TL_MpP1p08,1
757,TL_MpP1p02,1
757,TL_MpP1p05,2
757,TL_MpP1p09,1
758,TL_MpP1p02,2
758,TL_MpP1p03,1
758,TL_MpP1p05,2
758,TL_MpP1p09,1
758,TL_MpP1p11,1
759,TL_MpP1p06,3
760,TL_MpP1p01,1
760,TL_MpP1p04,1
760,TL_MpP1p05,1
760,TL_MpP1p09,1
761,TL_MpP1p02,2
761,TL_MpP1p04,2
761,TL_MpP1p05,1
761,TL_MpP1p06,1
762,TL_MpP1p06,1
763,TL_MpP1p02,1
763,TL_MpP1p07,1
763,TL_MpP1p10,1
763,TL_MpP1p11,1
764,TL_MpP1p02,1
764,TL_MpP1p03,1
764,TL_MpP1p06,1
765,TL_MpP1p02,1
765,TL_MpP1p04,1
765,TL_MpP1p05,1
765,TL_MpP1p07,1
765,TL_MpP1p09,1
765,TX_MpP1p10,1
766,TL_MpP1p03,1
766,TL_MpP1p04,1
766,TL_MpP1p05,1
767,TX_MpP1p01,1
767,TL_MpP1p02,1
767,TL_MpP1p05,1
767,TL_MpP1p06,1
767,TL_MpP1p08,1
768,TL_MpP1p01,1
768,TL_MpP1p02,2
768,TL_MpP1p04,1
768,TL_MpP1p05,1
768,TL_MpP1p06,1
768,TL_MpP1p07,1
769,TL_MpP1p02,1
769,TL_MpP1p03,1
769,TL_MpP1p11,2
770,TX_MpP1p03,1
770,TL_MpP1p09,2
771,TL_MpP1p04,1
771,TL_MpP1p06,1
772,TL_MpP1p02,1
772,TL_MpP1p05,1
772,TL_MpP1p08,1
772,TL_MpP1p11,1
773,TL_MpP1p05,2
773,TL_MpP1p08,1
773,TL_MpP1p09,1
774,TL_MpP1p06,1
774,TL_MpP1p11,1
775,TL_MpP1p02,1
775,TL_MpP1p06,1
775,TL_MpP1p07,1
775,TL_MpP1p10,1
776,TL_MpP1p02,1
776,TL_MpP1p04,1
776,TL_MpP1p06,1
776,TL_MpP1p11,1
777,TL_MpP1p06,1
777,TL_MpP1p08,1
777,TL_MpP1p09,1
778,TX_MpP1p01,1
778,TL_MpP1p05,1
778,TL_MpP1p08,1
778,TL_MpP1p09,1
778,TL_MpP1p11,1
779,TL_MpP1p02,3
779,TL_MpP1p03,1
779,TL_MpP1p06,1
780,TL_MpP1p03,1
780,TL_MpP1p04,1
781,TL_MpP1p04,1
781,TL_MpP1p05,1
781,TL_MpP1p06,1
782,TL_MpP1p05,2
782,TL_MpP1p06,2
783,TL_MpP1p02,1
783,TL_MpP1p11,1
784,TL_MpP1p03,1
784,TL_MpP1p07,1
785,TL_MpP1p04,2
785,TL_MpP1p05,1
785,TL_MpP1p07,1
785,TL_MpP1p10,1
785,TL_MpP1p11,1
786,TL_MpP1p07,1
787,TL_MpP1p02,2
787,TL_MpP1p03,1
787,TL_MpP1p04,1
787,TX_MpP1p05,1
787,TL_MpP1p05,1
787,TL_MpP1p07,1
788,TX_MpP1p02,1
788,TL_MpP1p05,1
788,TX_MpP1p06,1
788,TL_MpP1p06,1
788,TL_MpP1p08,1
788,TL_MpP1p11,1
790,TL_MpP1p02,1
790,TL_MpP1p03,1
790,TX_MpP1p10,1
791,TL_MpP1p02,3
791,TL_MpP1p04,1
791,TL_MpP1p05,2
791,TL_MpP1p06,2
791,TL_MpP1p08,1
791,TL_MpP1p10,1
792,TL_MpP1p02,1
792,TL_MpP1p10,1
793,TL_MpP1p02,1
793,TL_MpP1p05,1
793,TL_MpP1p06,2
793,TL_MpP1p07,1
794,TL_MpP1p02,2
794,TL_MpP1p04,1
794,TL_MpP1p05,1
795,TL_MpP1p02,1
795,TL_MpP1p04,1
795,TL_MpP1p05,1
795,TL_MpP1p09,1
795,TL_MpP1p11,2
796,TX_MpP1p02,1
796,TL_MpP1p05,2
796,TL_MpP1p06,3
796,TX_MpP1p11,1
796,TL_MpP1p11,1
797,TL_MpP1p02,1
797,TL_MpP1p07,1
797,TL_MpP1p09,1
798,TL_MpP1p02,1
798,TL_MpP1p06,1
798,TL_MpP1p10,1
799,TX_MpP1p04,1
799,TL_MpP1p06,1
799,TL_MpP1p08,1
799,TL_MpP1p11,1
800,TL_MpP1p05,3
800,TL_MpP1p07,1
800,TL_MpP1p10,1
801,TL_MpP1p02,1
801,TL_MpP1p09,2
802,TL_MpP1p05,1
802,TL_MpP1p07,1
803,TL_MpP1p02,1
803,TL_MpP1p05,1
803,TL_MpP1p06,1
804,TL_MpP1p01,1
804,TL_MpP1p04,1
804,TL_MpP1p05,2
804,TL_MpP1p08,1
805,TL_MpP1p03,1
805,TL_MpP1p06,1
805,TL_MpP1p07,1
805,TL_MpP1p11,1
806,TL_MpP1p05,1
806,TX_MpP1p08,1
806,TL_MpP1p09,1
807,TL_MpP1p03,1
807,TL_MpP1p05,1
807,TL_MpP1p07,1
807,TL_MpP1p10,1
807,TX_MpP1p11,1
808,TX_MpP1p01,1
808,TL_MpP1p05,1
808,TL_MpP1p06,1
808,TL_MpP1p07,1
809,TL_MpP1p05,1
809,TL_MpP1p06,1
809,TL_MpP1p10,1
810,TL_MpP1p05,1
810,TL_MpP1p11,2
811,TL_MpP1p02,3
811,TL_MpP1p05,1
812,TL_MpP1p02,1
812,TL_MpP1p06,1
813,TL_MpP1p02,1
813,TL_MpP1p05,1
813,TL_MpP1p07,1
813,TL_MpP1p08,1
813,TL_MpP1p09,1
814,TL_MpP1p02,1
814,TL_MpP1p04,1
814,TL_MpP1p05,1
814,TL_MpP1p07,1
814,TL_MpP1p11,1
815,TL_MpP1p04,1
815,TL_MpP1p05,3
815,TL_MpP1p06,1
815,TX_MpP1p11,1
816,TL_MpP1p06,1
817,TL_MpP1p02,1
817,TL_MpP1p03,1
817,TL_MpP1p04,1
817,TL_MpP1p10,1
818,TL_MpP1p02,1
818,TL_MpP1p03,1
818,TL_MpP1p05,2
819,TL_MpP1p01,2
819,TL_MpP1p02,2
819,TL_MpP1p06,1
819,TL_MpP1p07,2
819,TL_MpP1p09,1
819,TL_MpP1p11,1
820,TL_MpP1p01,1
820,TL_MpP1p05,1
820,TL_MpP1p09,1
821,TL_MpP1p05,1
821,TL_MpP1p07,1
821,TX_MpP1p10,1
