time_s,source_key,value
822,TL_MpP1p02,1
822,TL_MpP1p03,1
822,TL_MpP1p04,1
822,TL_MpP1p08,1
822,TL_MpP1p11,2
823,TL_MpP1p02,1
823,TL_MpP1p04,2
823,TL_MpP1p05,1
823,TL_MpP1p08,1
823,TL_MpP1p11,1
824,TL_MpP1p03,1
824,TL_MpP1p06,1
824,TL_MpP1p07,1
824,TL_MpP1p10,1
825,TL_MpP1p04,1
825,TL_MpP1p05,2
825,TL_MpP1p06,1
825,TX_MpP1p10,1
825,TX_MpP1p11,1
826,TL_MpP1p02,1
826,TL_MpP1p04,1
826,TL_MpP1p07,1
827,TL_MpP1p05,1
828,TL_MpP1p01,1
828,TL_MpP1p02,2
828,TL_MpP1p10,1
829,TL_MpP1p02,1
829,TX_MpP1p05,1
829,TL_MpP1p05,1
829,TL_MpP1p07,1
829,TL_MpP1p08,1
829,TL_MpP1p09,1
830,TL_MpP1p02,2
830,TL_MpP1p04,1
830,TL_MpP1p05,1
830,TL_MpP1p06,1
830,TL_MpP1p07,1
830,TL_MpP1p09,1
830,TL_MpP1p10,1
831,TL_MpP1p05,1
832,TX_MpP1p05,1
832,TL_MpP1p09,1
832,TL_MpP1p10,1
833,TL_MpP1p03,1
833,TL_MpP1p11,1
834,TL_MpP1p04,1
834,TL_MpP1p05,1
834,TL_MpP1p06,1
834,TL_MpP1p07,1
834,TL_MpP1p08,1
835,TL_MpP1p02,1
835,TL_MpP1p04,1
835,TL_MpP1p08,2
836,TL_MpP1p02,1
836,TX_MpP1p05,1
836,TL_MpP1p11,1
837,TL_MpP1p03,1
837,TL_MpP1p05,1
837,TL_MpP1p07,2
838,TL_MpP1p04,1
838,TL_MpP1p05,1
838,TL_MpP1p08,1
838,TL_MpP1p09,1
838,TL_MpP1p11,2
839,TL_MpP1p02,1
839,TL_MpP1p04,2
839,TL_MpP1p05,1
839,TL_MpP1p11,1
840,TL_MpP1p02,1
840,TL_MpP1p03,1
840,TL_MpP1p04,1
840,TL_MpP1p05,1
840,TL_MpP1p06,1
840,TL_MpP1p10,1
841,TL_MpP1p02,1
841,TL_MpP1p05,1
841,TL_MpP1p08,1
841,TL_MpP1p11,1
842,TL_MpP1p01,2
842,TL_MpP1p04,1
842,TL_MpP1p06,1
842,TL_MpP1p09,1
843,TL_MpP1p02,1
843,TL_MpP1p04,1
843,TL_MpP1p05,1
843,TL_MpP1p07,1
844,TL_MpP1p07,2
846,TL_MpP1p04,1
846,TL_MpP1p05,1
847,TL_MpP1p03,2
847,TL_MpP1p04,1
847,TL_MpP1p05,2
847,TL_MpP1p08,1
847,TX_MpP1p09,1
848,TL_MpP1p02,1
848,TL_MpP1p05,1
849,TL_MpP1p02,1
849,TL_MpP1p05,1
849,TL_MpP1p06,1
850,TL_MpP1p02,1
850,TL_MpP1p05,1
850,TL_MpP1p10,1
850,TL_MpP1p11,1
851,TX_MpP1p01,1
851,TL_MpP1p02,1
851,TL_MpP1p05,1
851,TL_MpP1p06,1
851,TL_MpP1p11,1
852,TL_MpP1p04,1
852,TL_MpP1p05,2
852,TL_MpP1p11,2
853,TL_MpP1p01,1
853,TL_MpP1p02,1
853,TL_MpP1p10,1
853,TL_MpP1p11,1
854,TL_MpP1p02,4
854,TL_MpP1p08,1
854,TL_MpP1p11,1
855,TL_MpP1p04,1
855,TL_MpP1p05,2
855,TL_MpP1p07,1
855,TL_MpP1p08,2
856,TL_MpP1p03,1
856,TL_MpP1p11,1
857,TX_MpP1p02,1
857,TL_MpP1p04,1
857,TL_MpP1p05,1
857,TL_MpP1p06,1
857,TL_MpP1p10,1
858,TX_MpP1p02,1
858,TL_MpP1p02,3
859,TX_MpP1p03,1
859,TL_MpP1p05,2
859,TL_MpP1p10,1
859,TL_MpP1p11,3
860,TL_MpP1p11,1
861,TL_MpP1p06,1
861,TL_MpP1p10,1
861,TL_MpP1p11,1
862,TL_MpP1p02,1
862,TL_MpP1p04,1
862,TL_MpP1p06,1
862,TL_MpP1p11,2
863,TL_MpP1p01,1
863,TL_MpP1p05,2
863,TL_MpP1p07,1
863,TX_MpP1p09,1
863,TL_MpP1p11,1
864,TL_MpP1p02,1
864,TL_MpP1p05,1
864,TL_MpP1p06,1
864,TX_MpP1p10,1
864,TL_MpP1p10,1
865,TL_MpP1p02,1
865,TL_MpP1p03,1
865,TL_MpP1p06,1
865,TL_MpP1p08,1
866,TL_MpP1p02,2
866,TL_MpP1p05,1
866,TL_MpP1p11,1
867,TL_MpP1p02,2
867,TL_MpP1p04,1
867,TL_MpP1p05,1
867,TL_MpP1p06,2
867,TL_MpP1p08,1
867,TL_MpP1p09,2
868,TL_MpP1p02,1
868,TL_MpP1p10,1
868,TL_MpP1p11,2
869,TL_MpP1p03,1
869,TL_MpP1p08,1
870,TL_MpP1p02,1
870,TL_MpP1p05,1
870,TL_MpP1p10,1
871,TL_MpP1p01,1
871,TL_MpP1p02,1
871,TL_MpP1p03,1
871,TL_MpP1p04,1
871,TL_MpP1p05,1
872,TL_MpP1p02,2
872,TL_MpP1p06,1
873,TL_MpP1p03,1
873,TX_MpP1p04,1
873,TL_MpP1p04,1
873,TL_MpP1p10,1
874,TX_MpP1p03,1
874,TX_MpP1p04,1
874,TL_MpP1p05,2
874,TL_MpP1p10,1
875,TL_MpP1p02,2
875,TL_MpP1p08,1
875,TL_MpP1p11,1
876,TL_MpP1p09,1
877,TL_MpP1p02,1
877,TL_MpP1p03,2
877,TL_MpP1p07,1
877,TL_MpP1p11,1
878,TL_MpP1p03,1
878,TL_MpP1p04,1
879,TL_MpP1p02,2
879,TL_MpP1p05,3
879,TL_MpP1p06,1
880,TL_MpP1p02,1
881,TL_MpP1p02,1
881,TL_MpP1p03,1
882,TL_MpP1p08,1
882,TL_MpP1p10,1
883,TL_MpP1p02,2
883,TL_MpP1p05,1
883,TL_MpP1p07,1
883,TX_MpP1p08,1
883,TL_MpP1p09,1
884,TX_MpP1p09,1
884,TL_MpP1p09,1
885,TL_MpP1p02,1
885,TX_MpP1p04,1
885,TL_MpP1p04,1
885,TL_MpP1p10,1
886,TL_MpP1p02,1
886,TL_MpP1p03,1
886,TL_MpP1p04,1
886,TL_MpP1p06,1
886,TL_MpP1p08,1
887,TL_MpP1p01,1
887,TL_MpP1p03,1
887,TL_MpP1p05,2
887,TL_MpP1p07,1
887,TL_MpP1p09,1
888,TL_MpP1p05,1
888,TL_MpP1p06,1
889,TX_MpP1p05,1
889,TL_MpP1p05,1
889,TL_MpP1p11,1
890,TL_MpP1p02,1
890,TL_MpP1p05,1
890,TX_MpP1p09,1
891,TL_MpP1p04,1
891,TL_MpP1p09,1
892,TL_MpP1p03,1
892,TL_MpP1p04,1
892,TL_MpP1p05,2
892,TL_MpP1p10,1
892,TX_MpP1p11,1
892,TL_MpP1p11,2
893,TX_MpP1p04,1
893,TL_MpP1p06,1
893,TL_MpP1p11,1
894,TL_MpP1p04,2
894,TL_MpP1p08,1
894,TL_MpP1p10,2
894,TX_MpP1p11,1
894,TL_MpP1p11,2
895,TL_MpP1p02,2
895,TL_MpP1p06,2
895,TL_MpP1p09,1
896,TL_MpP1p04,1
896,TL_MpP1p06,1
896,TL_MpP1p11,1
897,TL_MpP1p05,2
897,TL_MpP1p10,1
898,TX_MpP1p01,1
898,TX_MpP1p02,1
898,TL_MpP1p02,1
898,TL_MpP1p05,1
898,TL_MpP1p07,1
898,TL_MpP1p09,1
899,TL_MpP1p04,3
899,TX_MpP1p06,1
899,TL_MpP1p11,2
900,TL_MpP1p02,3
900,TL_MpP1p06,1
901,TL_MpP1p04,1
901,TL_MpP1p06,1
901,TL_MpP1p09,1
902,TL_MpP1p02,1
902,TL_MpP1p03,1
902,TL_MpP1p04,1
902,TL_MpP1p05,1
902,TX_MpP1p07,1
902,TL_MpP1p09,2
903,TL_MpP1p01,2
904,TL_MpP1p04,1
904,TL_MpP1p06,1
904,TX_MpP1p11,1
904,TL_MpP1p11,1
905,TL_MpP1p02,2
905,TL_MpP1p03,2
905,TX_MpP1p11,1
906,TL_MpP1p05,2
906,TX_MpP1p08,1
906,TL_MpP1p09,1
907,TL_MpP1p02,3
907,TL_MpP1p04,2
908,TL_MpP1p08,1
908,TL_MpP1p09,1
909,TL_MpP1p01,1
909,TX_MpP1p02,1
909,TL_MpP1p02,2
909,TL_MpP1p03,2
910,TL_MpP1p04,1
910,TL_MpP1p06,1
910,TX_MpP1p10,1
910,TL_MpP1p10,1
911,TL_MpP1p02,1
911,TL_MpP1p04,2
911,TL_MpP1p06,1
911,TL_MpP1p10,1
912,TL_MpP1p05,1
912,TL_MpP1p06,1
912,TL_MpP1p09,1
912,TL_MpP1p11,1
913,TL_MpP1p01,1
913,TL_MpP1p06,1
913,TL_MpP1p08,1
913,TL_MpP1p10,1
913,TL_MpP1p11,1
914,TL_MpP1p03,1
914,TL_MpP1p04,2
915,TL_MpP1p02,2
915,TX_MpP1p05,1
915,TL_MpP1p06,1
915,TL_MpP1p07,1
915,TL_MpP1p11,1
916,TL_MpP1p04,1
917,TL_MpP1p02,1
917,TL_MpP1p06,2
918,TL_MpP1p02,1
918,TL_MpP1p03,1
918,TL_MpP1p04,1
918,TL_MpP1p05,1
918,TL_MpP1p08,3
919,TX_MpP1p02,1
919,TL_MpP1p02,1
919,TL_MpP1p04,1
919,TL_MpP1p05,1
919,TX_MpP1p06,1
919,TL_MpP1p06,2
919,TL_MpP1p07,1
919,TL_MpP1p10,1
920,TL_MpP1p02,1
920,TL_MpP1p03,1
920,TL_MpP1p05,1
920,TL_MpP1p06,1
920,TL_MpP1p08,1
920,TL_MpP1p10,1
920,TL_MpP1p11,3
921,TL_MpP1p02,2
921,TL_MpP1p04,1
921,TL_MpP1p05,1
921,TX_MpP1p07,1
921,TX_MpP1p08,1
922,TX_MpP1p01,1
922,TX_MpP1p02,1
922,TL_MpP1p02,1
922,TL_MpP1p05,1
922,TL_MpP1p06,1
922,TL_MpP1p08,1
922,TL_MpP1p09,1
922,TL_MpP1p10,1
922,TL_MpP1p11,2
923,TX_MpP1p02,1
923,TL_MpP1p02,2
923,TL_MpP1p04,2
923,TX_MpP1p06,1
924,TL_MpP1p02,3
924,TL_MpP1p06,2
924,TL_MpP1p07,1
924,TL_MpP1p10,1
925,TX_MpP1p02,1
925,TL_MpP1p04,1
925,TL_MpP1p05,1
925,TL_MpP1p09,1
925,TL_MpP1p10,1
926,TL_MpP1p03,1
926,TL_MpP1p04,3
926,TL_MpP1p05,1
927,TX_MpP1p04,1
927,TL_MpP1p05,1
927,TL_MpP1p09,1
927,TX_MpP1p11,1
927,TL_MpP1p11,1
928,TL_MpP1p02,2
928,TX_MpP1p03,2
928,TL_MpP1p04,1
928,TL_MpP1p05,1
929,TL_MpP1p02,2
930,TL_MpP1p02,1
930,TL_MpP1p03,1
930,TL_MpP1p04,1
930,TX_MpP1p08,1
930,TL_MpP1p11,1
931,TL_MpP1p02,2
931,TL_MpP1p07,1
931,TX_MpP1p11,1
932,TL_MpP1p01,1
932,TL_MpP1p02,2
932,TL_MpP1p04,1
932,TL_MpP1p06,2
932,TL_MpP1p07,1
933,TX_MpP1p02,1
933,TL_MpP1p02,1
933,TL_MpP1p06,1
933,TL_MpP1p08,1
933,TL_MpP1p11,2
934,TL_MpP1p02,2
934,TL_MpP1p04,2
934,TX_MpP1p05,1
934,TL_MpP1p08,1
934,TL_MpP1p09,1
935,TL_MpP1p02,1
935,TX_MpP1p04,1
935,TL_MpP1p04,1
935,TL_MpP1p08,1
935,TX_MpP1p10,1
936,TL_MpP1p03,1
936,TL_MpP1p04,1
936,TX_MpP1p06,1
936,TL_MpP1p06,1
936,TL_MpP1p07,1
936,TL_MpP1p08,1
936,TL_MpP1p11,1
937,TL_MpP1p01,1
937,TL_MpP1p05,1
937,TX_MpP1p06,1
937,TL_MpP1p07,1
937,TX_MpP1p09,1
937,TL_MpP1p10,2
938,TL_MpP1p02,1
938,TL_MpP1p04,2
938,TL_MpP1p05,1
938,TL_MpP1p10,1
938,TL_MpP1p11,1
939,TL_MpP1p02,1
939,TL_MpP1p03,1
939,TL_MpP1p05,2
939,TL_MpP1p06,2
939,TL_MpP1p10,1
939,TL_MpP1p11,1
940,TX_MpP1p03,1
940,TL_MpP1p03,1
940,TL_MpP1p05,1
940,TL_MpP1p10,2
941,TL_MpP1p01,1
941,TL_MpP1p02,1
941,TL_MpP1p03,1
941,TL_MpP1p08,1
941,TL_MpP1p11,1
942,TL_MpP1p02,6
942,TL_MpP1p09,1
943,TL_MpP1p02,1
943,TL_MpP1p03,1
943,TL_MpP1p05,1
943,TL_MpP1p06,4
943,TL_MpP1p09,1
943,TL_MpP1p10,1
944,TX_MpP1p06,1
944,TL_MpP1p07,1
945,TL_MpP1p01,2
945,TL_MpP1p02,1
945,TX_MpP1p04,1
945,TL_MpP1p04,1
945,TL_MpP1p08,1
945,TX_MpP1p09,1
945,TL_MpP1p11,1
946,TX_MpP1p05,1
946,TL_MpP1p05,1
946,TL_MpP1p06,2
946,TL_MpP1p08,1
947,TL_MpP1p02,1
947,TL_MpP1p03,1
947,TL_MpP1p07,1
947,TX_MpP1p09,1
948,TL_MpP1p08,1
948,TX_MpP1p11,1
948,TL_MpP1p11,1
949,TL_MpP1p02,1
949,TX_MpP1p03,1
949,TL_MpP1p04,3
949,TL_MpP1p05,1
949,TL_MpP1p06,3
949,TX_MpP1p10,1
949,TL_MpP1p11,1
950,TL_MpP1p01,1
950,TL_MpP1p02,1
950,TL_MpP1p03,1
950,TL_MpP1p05,1
950,TX_MpP1p10,1
950,TL_MpP1p11,2
951,TL_MpP1p02,4
951,TL_MpP1p04,1
951,TL_MpP1p08,1
951,TL_MpP1p10,1
952,TL_MpP1p01,1
952,TL_MpP1p02,2
952,TL_MpP1p04,1
952,TL_MpP1p07,2
952,TL_MpP1p09,1
952,TL_MpP1p11,1
953,TX_MpP1p06,1
953,TL_MpP1p06,3
953,TL_MpP1p10,1
953,TL_MpP1p11,3
954,TX_MpP1p01,1
954,TL_MpP1p02,1
954,TL_MpP1p04,1
954,TL_MpP1p05,1
955,TL_MpP1p02,1
955,TL_MpP1p04,1
955,TL_MpP1p05,1
955,TL_MpP1p06,1
956,TL_MpP1p02,2
956,TL_MpP1p03,1
956,TL_MpP1p05,2
956,TL_MpP1p06,2
957,TL_MpP1p02,1
957,TL_MpP1p05,1
957,TX_MpP1p11,1
957,TL_MpP1p11,1
958,TL_MpP1p02,2
958,TL_MpP1p04,1
958,TL_MpP1p06,1
958,TL_MpP1p07,1
958,TL_MpP1p08,1
958,TL_MpP1p09,2
958,TL_MpP1p10,1
959,TL_MpP1p02,1
959,TL_MpP1p04,1
959,TL_MpP1p05,1
959,TX_MpP1p06,1
959,TL_MpP1p06,1
959,TL_MpP1p09,1
960,TL_MpP1p02,3
960,TL_MpP1p04,1
960,TL_MpP1p05,1
960,TX_MpP1p08,1
960,TL_MpP1p11,3
961,TL_MpP1p02,1
961,TL_MpP1p06,3
961,TL_MpP1p07,1
961,TX_MpP1p09,1
961,TL_MpP1p10,1
962,TX_MpP1p01,1
962,TL_MpP1p04,1
962,TL_MpP1p05,1
962,TL_MpP1p06,1
962,TL_MpP1p09,1
962,TL_MpP1p11,1
963,TL_MpP1p02,1
963,TL_MpP1p03,1
963,TX_MpP1p04,1
963,TL_MpP1p04,2
963,TL_MpP1p05,1
963,TX_MpP1p07,2
963,TX_MpP1p08,1
963,TL_MpP1p09,1
963,TX_MpP1p10,1
963,TL_MpP1p11,2
964,TL_MpP1p02,1
964,TL_MpP1p04,1
964,TL_MpP1p05,2
964,TL_MpP1p06,1
964,TL_MpP1p08,1
965,TL_MpP1p03,1
965,TL_MpP1p09,1
965,TL_MpP1p11,2
966,TL_MpP1p02,2
966,TL_MpP1p06,1
966,TX_MpP1p10,1
967,TL_MpP1p01,1
967,TL_MpP1p04,1
967,TL_MpP1p05,1
967,TL_MpP1p06,2
967,TL_MpP1p09,2
967,TL_MpP1p10,2
967,TX_MpP1p11,1
968,TL_MpP1p01,1
968,TL_MpP1p04,1
968,TL_MpP1p06,3
968,TL_MpP1p07,1
968,TL_MpP1p08,1
968,TL_MpP1p11,1
969,TL_MpP1p01,1
969,TL_MpP1p03,2
969,TL_MpP1p07,1
969,TL_MpP1p09,1
969,TL_MpP1p10,1
969,TX_MpP1p11,1
970,TL_MpP1p02,3
970,TL_MpP1p06,3
970,TX_MpP1p11,1
971,TL_MpP1p03,1
971,TL_MpP1p04,1
971,TX_MpP1p06,1
971,TL_MpP1p06,1
971,TL_MpP1p07,1
971,TL_MpP1p08,1
971,TL_MpP1p09,1
971,TL_MpP1p11,2
972,TL_MpP1p02,1
972,TL_MpP1p04,1
972,TX_MpP1p06,1
973,TL_MpP1p03,1
973,TX_MpP1p04,1
973,TL_MpP1p04,1
973,TL_MpP1p06,1
973,TX_MpP1p10,2
973,TL_MpP1p11,1
974,TL_MpP1p02,1
974,TL_MpP1p04,1
974,TL_MpP1p06,1
974,TL_MpP1p08,1
974,TL_MpP1p10,1
974,TL_MpP1p11,1
975,TL_MpP1p04,1
975,TL_MpP1p06,1
975,TL_MpP1p08,2
975,TL_MpP1p09,2
975,TL_MpP1p10,1
975,TL_MpP1p11,1
976,TL_MpP1p01,2
976,TL_MpP1p02,2
976,TL_MpP1p03,2
976,TX_MpP1p04,1
976,TL_MpP1p04,1
976,TL_MpP1p06,1
976,TL_MpP1p09,1
976,TL_MpP1p11,1
977,TL_MpP1p02,1
977,TX_MpP1p06,1
977,TL_MpP1p08,1
977,TL_MpP1p10,1
978,TL_MpP1p05,2
978,TL_MpP1p06,1
978,TX_MpP1p09,1
978,TL_MpP1p11,1
979,TX_MpP1p04,1
979,TL_MpP1p04,1
979,TX_MpP1p05,1
979,TL_MpP1p05,1
979,TL_MpP1p06,1
979,TL_MpP1p07,1
979,TL_MpP1p08,1
979,TL_MpP1p09,1
979,TL_MpP1p11,4
980,TL_MpP1p01,1
980,TL_MpP1p02,1
980,TL_MpP1p03,1
980,TL_MpP1p04,1
980,TL_MpP1p06,2
980,TL_MpP1p07,1
980,TL_MpP1p09,1
980,TL_MpP1p10,1
980,TX_MpP1p11,1
981,TL_MpP1p01,1
981,TL_MpP1p02,4
981,TL_MpP1p03,1
981,TL_MpP1p04,2
981,TL_MpP1p06,1
981,TX_MpP1p07,1
981,TL_MpP1p11,2
982,TX_MpP1p02,1
982,TL_MpP1p02,1
982,TL_MpP1p05,2
982,TL_MpP1p08,1
982,TX_MpP1p11,1
982,TL_MpP1p11,1
983,TL_MpP1p06,1
983,TL_MpP1p07,1
983,TL_MpP1p08,1
983,TL_MpP1p10,1
983,TL_MpP1p11,1
984,TL_MpP1p02,1
984,TL_MpP1p03,1
984,TL_MpP1p04,1
984,TL_MpP1p05,1
984,TL_MpP1p06,1
984,TL_MpP1p07,1
984,TL_MpP1p09,1
984,TL_MpP1p11,1
985,TL_MpP1p04,1
985,TL_MpP1p07,2
985,TL_MpP1p08,1
985,TL_MpP1p10,2
986,TL_MpP1p01,1
986,TX_MpP1p10,1
986,TL_MpP1p11,1
987,TL_MpP1p02,1
987,TX_MpP1p04,1
987,TL_MpP1p05,1
987,TL_MpP1p06,2
987,TL_MpP1p07,1
987,TL_MpP1p11,4
988,TL_MpP1p02,1
988,TL_MpP1p06,2
988,TL_MpP1p08,1
988,TL_MpP1p11,1
989,TL_MpP1p02,1
989,TL_MpP1p05,2
989,TL_MpP1p06,1
990,TL_MpP1p02,2
990,TX_MpP1p06,1
990,TL_MpP1p06,1
990,TL_MpP1p10,1
990,TL_MpP1p11,1
991,TL_MpP1p01,1
991,TL_MpP1p02,1
991,TX_MpP1p05,1
991,TL_MpP1p06,1
991,TL_MpP1p07,1
991,TX_MpP1p09,1
991,TL_MpP1p09,1
991,TL_MpP1p10,2
991,TL_MpP1p11,2
992,TL_MpP1p04,4
992,TL_MpP1p05,2
992,TL_MpP1p06,1
992,TL_MpP1p11,4
993,TL_MpP1p02,4
993,TL_MpP1p03,1
993,TL_MpP1p04,2
993,TL_MpP1p05,1
993,TL_MpP1p06,1
993,TX_MpP1p09,1
993,TX_MpP1p10,1
993,TL_MpP1p11,2
994,TL_MpP1p02,2
994,TL_MpP1p03,2
994,TX_MpP1p04,1
994,TL_MpP1p05,2
994,TL_MpP1p07,1
994,TL_MpP1p08,2
994,TL_MpP1p10,1
994,TL_MpP1p11,1
995,TX_MpP1p01,1
995,TL_MpP1p02,1
995,TL_MpP1p04,1
995,TX_MpP1p05,1
995,TL_MpP1p07,1
995,TL_MpP1p10,1
995,TL_MpP1p11,1
996,TL_MpP1p04,1
996,TL_MpP1p05,2
996,TL_MpP1p06,2
996,TL_MpP1p09,1
996,TL_MpP1p10,1
996,TL_MpP1p11,3
997,TL_MpP1p02,1
997,TL_MpP1p03,1
997,TX_MpP1p06,1
997,TL_MpP1p06,1
997,TL_MpP1p08,1
997,TL_MpP1p09,2
997,TL_MpP1p10,1
998,TX_MpP1p01,1
998,TL_MpP1p06,1
998,TL_MpP1p07,1
998,TL_MpP1p08,1
998,TL_MpP1p10,2
999,TX_MpP1p01,1
999,TX_MpP1p05,1
999,TX_MpP1p10,1
999,TL_MpP1p11,1
1000,TL_MpP1p01,1
1000,TX_MpP1p03,1
1000,TL_MpP1p05,1
1000,TX_MpP1p07,1
1000,TL_MpP1p10,1
1000,TL_MpP1p11,2
1001,TL_MpP1p02,3
1001,TL_MpP1p05,4
1001,TL_MpP1p06,4
1001,TL_MpP1p07,1
1001,TL_MpP1p08,1
1001,TL_MpP1p11,1
1002,TL_MpP1p02,1
1002,TL_MpP1p04,1
1002,TL_MpP1p05,1
1002,TL_MpP1p07,1
1002,TL_MpP1p09,1
1003,TL_MpP1p02,1
1003,TL_MpP1p04,1
1003,TL_MpP1p06,1
1003,TL_MpP1p09,1
1003,TL_MpP1p11,1
1004,TL_MpP1p06,2
1004,TX_MpP1p08,1
1004,TL_MpP1p09,1
1004,TL_MpP1p11,1
1005,TL_MpP1p02,1
1005,TL_MpP1p03,1
1005,TL_MpP1p04,1
1005,TX_MpP1p05,1
1005,TL_MpP1p05,1
1005,TL_MpP1p06,2
1005,TL_MpP1p07,1
1005,TX_MpP1p09,2
1005,TL_MpP1p11,3
1006,TL_MpP1p05,2
1006,TL_MpP1p06,2
1006,TL_MpP1p09,1
1006,TL_MpP1p10,1
1007,TL_MpP1p02,1
1007,TL_MpP1p04,1
1007,TL_MpP1p05,2
1007,TX_MpP1p06,1
1007,TL_MpP1p06,1
1007,TL_MpP1p09,1
1007,TL_MpP1p10,1
1007,TL_MpP1p11,1
1008,TL_MpP1p02,1
1008,TL_MpP1p05,3
1008,TL_MpP1p06,2
1008,TL_MpP1p07,1
1008,TL_MpP1p09,2
1008,TL_MpP1p10,1
1008,TL_MpP1p11,2
1009,TL_MpP1p02,2
1009,TL_MpP1p03,1
1009,TL_MpP1p04,2
1009,TL_MpP1p06,1
1009,TL_MpP1p07,1
1009,TX_MpP1p11,1
1009,TL_MpP1p11,2
1010,TX_MpP1p02,1
1010,TL_MpP1p02,3
1010,TL_MpP1p04,2
1010,TL_MpP1p05,2
1010,TL_MpP1p06,1
1010,TL_MpP1p07,1
1010,TL_MpP1p09,1
1011,TL_MpP1p02,2
1011,TL_MpP1p04,1
1011,TL_MpP1p05,2
1011,TL_MpP1p06,2
1011,TL_MpP1p07,1
1011,TX_MpP1p08,1
1011,TL_MpP1p08,2
1012,TL_MpP1p01,1
1012,TL_MpP1p04,1
1012,TL_MpP1p06,3
1012,TL_MpP1p08,1
1012,TL_MpP1p10,1
1012,TL_MpP1p11,1
1013,TL_MpP1p02,2
1013,TL_MpP1p04,1
1013,TX_MpP1p05,1
1013,TL_MpP1p05,1
1013,TX_MpP1p06,1
1013,TL_MpP1p07,1
1013,TL_MpP1p08,2
1013,TL_MpP1p09,1
1013,TX_MpP1p11,1
1013,TL_MpP1p11,1
1014,TX_MpP1p01,1
1014,TL_MpP1p02,2
1014,TX_MpP1p03,1
1014,TL_MpP1p08,2
1014,TX_MpP1p09,1
1014,TL_MpP1p10,1
1014,TL_MpP1p11,1
1015,TL_MpP1p02,1
1015,TL_MpP1p03,1
1015,TL_MpP1p05,1
1015,TX_MpP1p06,2
1015,TL_MpP1p10,1
1015,TL_MpP1p11,3
1016,TL_MpP1p01,1
1016,TL_MpP1p04,1
1016,TL_MpP1p07,1
1016,TL_MpP1p10,1
1016,TL_MpP1p11,1
1017,TL_MpP1p01,1
1017,TL_MpP1p02,3
1017,TL_MpP1p03,1
1017,TL_MpP1p04,1
1017,TL_MpP1p06,2
1017,TL_MpP1p08,1
1017,TL_MpP1p10,1
1018,TL_MpP1p02,1
1018,TL_MpP1p03,1
1018,TL_MpP1p05,3
1018,TL_MpP1p06,2
1018,TL_MpP1p07,1
1018,TL_MpP1p08,1
1018,TL_MpP1p09,1
1018,TL_MpP1p11,1
1019,TL_MpP1p02,1
1019,TL_MpP1p03,1
1019,TL_MpP1p04,1
1019,TL_MpP1p05,2
1019,TL_MpP1p06,2
1019,TL_MpP1p09,2
1019,TL_MpP1p10,1
1019,TL_MpP1p11,1
1020,TX_MpP1p01,1
1020,TL_MpP1p02,1
1020,TL_MpP1p05,1
1020,TL_MpP1p06,1
1020,TL_MpP1p08,1
1020,TL_MpP1p10,1
1020,TL_MpP1p11,1
1021,TL_MpP1p02,1
1021,TL_MpP1p03,1
1021,TL_MpP1p04,1
1021,TL_MpP1p05,1
1021,TL_MpP1p10,1
1021,TX_MpP1p11,1
1021,TL_MpP1p11,1
1022,TX_MpP1p02,1
1022,TL_MpP1p02,3
1022,TL_MpP1p04,1
1022,TX_MpP1p05,1
1022,TL_MpP1p05,2
1022,TL_MpP1p07,1
1022,TX_MpP1p08,1
1022,TL_MpP1p08,1
1023,TL_MpP1p03,1
1023,TL_MpP1p04,1
1023,TX_MpP1p05,1
1023,TL_MpP1p06,1
1023,TL_MpP1p09,1
1023,TL_MpP1p11,2
1024,TL_MpP1p03,2
1024,TL_MpP1p04,1
1024,TL_MpP1p06,1
1024,TL_MpP1p08,2
1024,TL_MpP1p10,1
1024,TX_MpP1p11,1
1024,TL_MpP1p11,2
1025,TX_MpP1p05,1
1025,TL_MpP1p05,1
1025,TL_MpP1p06,1
1025,TL_MpP1p08,1
1025,TX_MpP1p09,2
1026,TL_MpP1p02,1
1026,TL_MpP1p03,1
1026,TL_MpP1p04,1
1026,TX_MpP1p09,1
1026,TL_MpP1p10,1
1026,TL_MpP1p11,2
1027,TL_MpP1p02,3
1027,TL_MpP1p03,1
1027,TL_MpP1p04,1
1027,TL_MpP1p06,2
1027,TL_MpP1p11,2
1028,TL_MpP1p02,1
1028,TL_MpP1p06,1
1028,TL_MpP1p09,2
1028,TL_MpP1p10,2
1029,TL_MpP1p02,1
1029,TL_MpP1p05,2
1029,TX_MpP1p08,1
1029,TL_MpP1p08,1
1029,TX_MpP1p10,1
1029,TL_MpP1p11,2
1030,TL_MpP1p04,1
1030,TL_MpP1p05,1
1030,TL_MpP1p06,1
1030,TL_MpP1p08,1
1030,TX_MpP1p10,1
1030,TL_MpP1p11,1
1031,TL_MpP1p02,4
1031,TL_MpP1p04,1
1031,TL_MpP1p05,1
1031,TL_MpP1p06,2
1031,TL_MpP1p09,2
1031,TL_MpP1p11,1
1032,TL_MpP1p03,3
1032,TL_MpP1p04,2
1032,TL_MpP1p05,3
1032,TL_MpP1p07,1
1032,TL_MpP1p09,1
1032,TX_MpP1p11,1
1032,TL_MpP1p11,1
1033,TL_MpP1p02,1
1033,TX_MpP1p03,1
1033,TL_MpP1p03,1
1033,TL_MpP1p05,1
1033,TX_MpP1p06,1
1033,TL_MpP1p10,1
1033,TL_MpP1p11,2
1034,TX_MpP1p03,1
1034,TL_MpP1p04,1
