upstream_run_id,spatial_condition,object_id,anchor_definition,scheduled_time,accepted_birth_time,opening_time,event_resolution,first_anchor_outside_time,whole_body_exit_time,delta_s,post_open_s,delta_over_post_open,anchor_return_count,observation_end,censor_status
r12ce_g1_2500s,r4_s1,2,head/assembly anchor c; occupied zero-offset site,1239,1239,1301,exact CTMC event; checkpoint-identical replay,1304.453733351148,1311.5167991603082,7.063065809160207,10.51679916030821,0.6715984304252145,4,1480,observed
r12ce_g1_2500s,r4_s1,3,head/assembly anchor c; occupied zero-offset site,1294,1294,1301,exact CTMC event; checkpoint-identical replay,1302.5302958204966,1308.6519893794164,6.121693558919787,7.651989379416364,0.8000133371051156,27,1480,observed
r12ce_g1_2500s,r4_s1,4,head/assembly anchor c; occupied zero-offset site,1301,1301,1301,exact CTMC event; checkpoint-identical replay,1302.0882348570772,1302.1091070366886,0.020872179611387764,1.109107036688556,0.018818904687238767,0,1480,observed
r12ce_g1_2500s,r4_s1,5,head/assembly anchor c; occupied zero-offset site,1303,1303,1301,exact CTMC event; checkpoint-identical replay,1303.1398320726023,1303.1469750779065,0.007143005304214967,0.14697507790651798,0.04860011238611626,6,1480,observed
r12ce_g1_2500s,r4_s1,6,head/assembly anchor c; occupied zero-offset site,1304,1304,1301,exact CTMC event; checkpoint-identical replay,1305.0138709353512,1309.0333895655149,4.019518630163702,5.033389565514881,0.798570938697556,6,1480,observed
r12ce_g1_2500s,r4_s1,7,head/assembly anchor c; occupied zero-offset site,1307,1307,1301,exact CTMC event; checkpoint-identical replay,1307.6185713833263,1307.706182534223,0.08761115089669147,0.7061825342229895,0.1240630384509435,11,1480,observed
r12ce_g1_2500s,r4_s1,8,head/assembly anchor c; occupied zero-offset site,1312,1312,1301,exact CTMC event; checkpoint-identical replay,1312.3213145119187,1312.3461643112246,0.0248497993059118,0.3461643112245838,0.07178613883679591,2,1480,observed
r12ce_g1_2500s,r4_s1,9,head/assembly anchor c; occupied zero-offset site,1320,1320,1301,exact CTMC event; checkpoint-identical replay,1321.1127717414058,1321.1313118906007,0.018540149194905098,1.1313118906007276,0.016388185564866875,6,1480,observed
r12ce_g1_2500s,r4_s1,10,head/assembly anchor c; occupied zero-offset site,1322,1322,1301,exact CTMC event; checkpoint-identical replay,1322.5243448428434,1322.5339585298361,0.009613686992679504,0.5339585298361271,0.018004557386937826,1,1480,observed
r12ce_g1_2500s,r4_s1,11,head/assembly anchor c; occupied zero-offset site,1323,1323,1301,exact CTMC event; checkpoint-identical replay,1323.628519374959,1323.6300908052117,0.0015714302526248503,0.6300908052116938,0.0024939742647044206,1,1480,observed
r12ce_g1_2500s,r4_s2,1,head/assembly anchor c; occupied zero-offset site,1238,1238,1301,exact CTMC event; checkpoint-identical replay,1301.0201039850144,1301.022225123438,0.0021211384234902653,0.022225123437920047,0.09543876907658576,2,1480,observed
r12ce_g1_2500s,r4_s2,2,head/assembly anchor c; occupied zero-offset site,1239,1239,1301,exact CTMC event; checkpoint-identical replay,1305.1212803430276,1305.1230657330357,0.0017853900080808671,4.1230657330356735,0.00043302487122036376,0,1480,observed
r12ce_g1_2500s,r4_s2,3,head/assembly anchor c; occupied zero-offset site,1294,1294,1301,exact CTMC event; checkpoint-identical replay,1306.8973810227508,1306.9032446880003,0.005863665249535188,5.9032446880003135,0.0009932953078252745,3,1480,observed
r12ce_g1_2500s,r4_s2,4,head/assembly anchor c; occupied zero-offset site,1301,1301,1301,exact CTMC event; checkpoint-identical replay,1303.26609562225,1303.8666967829372,0.6006011606871198,2.866696782937197,0.2095098317554702,2,1480,observed
r12ce_g1_2500s,r4_s2,5,head/assembly anchor c; occupied zero-offset site,1303,1303,1301,exact CTMC event; checkpoint-identical replay,1303.4248455703794,1303.4276942067904,0.002848636411044936,0.42769420679042014,0.006660451242541221,1,1480,observed
r12ce_g1_2500s,r4_s2,6,head/assembly anchor c; occupied zero-offset site,1304,1304,1301,exact CTMC event; checkpoint-identical replay,1305.8788179623632,1308.2352435512391,2.3564255888759362,4.235243551239137,0.556384906881329,2,1480,observed
r12ce_g1_2500s,r4_s2,7,head/assembly anchor c; occupied zero-offset site,1307,1307,1301,exact CTMC event; checkpoint-identical replay,1307.7458984049342,1311.527506722842,3.7816083179077395,4.527506722841963,0.8352518393465763,18,1480,observed
r12ce_g1_2500s,r4_s2,8,head/assembly anchor c; occupied zero-offset site,1312,1312,1301,exact CTMC event; checkpoint-identical replay,1314.1157732858253,1314.1342806683729,0.01850738254756834,2.134280668372867,0.008671484880982407,5,1480,observed
r12ce_g1_2500s,r4_s2,9,head/assembly anchor c; occupied zero-offset site,1320,1320,1301,exact CTMC event; checkpoint-identical replay,1320.0441849698923,1320.0497705371574,0.005585567265143254,0.04977053715742841,0.11222638099073823,0,1480,observed
r12ce_g1_2500s,r4_s2,10,head/assembly anchor c; occupied zero-offset site,1322,1322,1301,exact CTMC event; checkpoint-identical replay,1322.228988003058,1323.5068216744921,1.2778336714341094,1.5068216744921301,0.8480324467490816,13,1480,observed
r12ce_g1_2500s,r4_s2,11,head/assembly anchor c; occupied zero-offset site,1323,1323,1301,exact CTMC event; checkpoint-identical replay,1323.0208850120896,1323.0233513980727,0.0024663859830980073,0.023351398072691154,0.10562048471018019,0,1480,observed
